4.051177584116472019e+01,-1.010130972981503117e+00,1.121576725122767293e+00,8.374767497809587624e-01
4.051177584116472019e+01,-1.010130972981503117e+00,1.121576725122767293e+00,8.374767497809587624e-01
4.051177584116472019e+01,-1.010130972981503117e+00,1.121576725122767293e+00,8.374767497809587624e-01
4.057891326255320052e+01,-1.028962915564483049e+00,9.896138369850797645e-01,7.705959744971159209e-01
4.057891326255320052e+01,-1.028962915564483049e+00,9.896138369850797645e-01,7.705959744971159209e-01
4.088081043381022539e+01,-1.069988265066109889e+00,7.990337965731362235e-01,7.271517955141746370e-01
4.129295336479272294e+01,-9.215622098457572076e-01,8.743776786173583782e-01,1.928305792383833150e-01
4.218278341393411068e+01,-1.113083366803495400e+00,8.580593648316418021e-01,6.410119715714326372e-01
4.218278341393411068e+01,-1.113083366803495400e+00,8.580593648316418021e-01,6.410119715714326372e-01
4.218278341393411068e+01,-1.113083366803495400e+00,8.580593648316418021e-01,6.410119715714326372e-01
4.098565284704394429e+01,-1.073006916727302640e+00,1.048541833265253853e+00,8.029700637177801248e-01
4.098565284704394429e+01,-1.073006916727302640e+00,1.048541833265253853e+00,8.029700637177801248e-01
4.104774830259039220e+01,-1.039610652363516019e+00,6.786869846902878756e-01,5.437394419781105270e-01
4.258902212651146613e+01,-1.149623766751432852e+00,6.674974775691541184e-01,6.385851315048978183e-01
4.184753142252701252e+01,-1.113034716623775289e+00,4.703868445995736947e-01,5.318519913286661183e-01
4.179708583555164125e+01,-1.207166314196460366e+00,4.188656358638689903e-01,9.426030259338772366e-01
4.182757052926327646e+01,-1.236602546075792564e+00,5.216723020840727809e-01,1.134641457660227504e+00
4.101300713784356589e+01,-1.145539691559508411e+00,6.566517552626515153e-01,1.006660146747871742e+00
4.101300713784356589e+01,-1.145539691559508411e+00,6.566517552626515153e-01,1.006660146747871742e+00
4.121748346595363444e+01,-1.058511690157759366e+00,3.639494784743171341e-01,5.924622398200000140e-01
4.074738742703917893e+01,-1.068877503901243253e+00,7.573535444923211735e-01,8.252469444394450182e-01
4.149416510924736912e+01,-1.214947902612397268e+00,5.161876794451427664e-01,1.261553054719266598e+00
4.177620165894688853e+01,-1.261251678686918787e+00,5.859342910233671375e-01,1.394780806588385103e+00
4.177620165894688853e+01,-1.261251678686918787e+00,5.859342910233671375e-01,1.394780806588385103e+00
4.247012132574242571e+01,-1.319121593807542459e+00,4.768051874577697857e-01,1.540027488663636479e+00
4.178809270613411542e+01,-1.249843303146104256e+00,5.561322444982269575e-01,1.456020320127380696e+00
4.178809270613411542e+01,-1.249843303146104256e+00,5.561322444982269575e-01,1.456020320127380696e+00
4.178809270613411542e+01,-1.249843303146104256e+00,5.561322444982269575e-01,1.456020320127380696e+00
4.178809270613411542e+01,-1.249843303146104256e+00,5.561322444982269575e-01,1.456020320127380696e+00
4.239443841212758457e+01,-1.299694105808879563e+00,3.402274435550045051e-01,1.457409466395358510e+00
4.239443841212758457e+01,-1.299694105808879563e+00,3.402274435550045051e-01,1.457409466395358510e+00
4.244733531698513218e+01,-1.318751644741680940e+00,5.930657864670759727e-01,1.682178627239735214e+00
4.299393868763959858e+01,-1.307656232694053955e+00,1.234791725078805635e+00,1.935938103633167984e+00
4.259629068900184734e+01,-1.244525144608568779e+00,1.389727778777029243e+00,1.864763819742503381e+00
