3.561874642759195808e+01,-1.094964785945472752e+00,8.554753905558997173e-01,5.170422289972717023e-01
3.561874642759195808e+01,-1.094964785945472752e+00,8.554753905558997173e-01,5.170422289972717023e-01
3.624348382644175359e+01,-9.968662940046388865e-01,1.190030455973690726e+00,4.090531950123653671e-01
3.624348382644175359e+01,-9.968662940046388865e-01,1.190030455973690726e+00,4.090531950123653671e-01
3.646003533067913338e+01,-1.373439802278234811e+00,4.927933029797804121e-01,6.989685986899727421e-01
3.610336065773348935e+01,-1.177401994306192856e+00,1.086019144649455370e+00,8.881149039705977799e-01
3.610336065773348935e+01,-1.177401994306192856e+00,1.086019144649455370e+00,8.881149039705977799e-01
3.715679430966350338e+01,-9.577502166086659940e-01,1.641282911272022194e+00,9.594801108639753329e-01
3.670183513278266219e+01,-6.643764199209860610e-01,1.700496971255345713e+00,1.949872563034268369e-01
3.670183513278266219e+01,-6.643764199209860610e-01,1.700496971255345713e+00,1.949872563034268369e-01
3.670183513278266219e+01,-6.643764199209860610e-01,1.700496971255345713e+00,1.949872563034268369e-01
3.763662799558979088e+01,-3.207068047545380551e-01,1.890994364808115558e+00,-5.057581287520752644e-01
3.695390625165854459e+01,-5.450772433823767305e-01,1.539723438931016375e+00,-1.202763975494579030e-01
3.699018029629603888e+01,-6.264226860882075032e-01,1.135516683182393294e+00,-2.836265614021724613e-01
3.620649911332965587e+01,-1.072296556138807588e+00,8.796668076642450984e-01,6.926785055721538242e-01
3.620649911332965587e+01,-1.072296556138807588e+00,8.796668076642450984e-01,6.926785055721538242e-01
3.620649911332965587e+01,-1.072296556138807588e+00,8.796668076642450984e-01,6.926785055721538242e-01
3.674723619598265856e+01,-1.037427618196409718e+00,7.835239299943744795e-01,5.730429579208853319e-01
3.734897594653646280e+01,-9.372344496790980806e-01,8.185762550944065685e-01,3.909357612402051263e-01
3.734897594653646280e+01,-9.372344496790980806e-01,8.185762550944065685e-01,3.909357612402051263e-01
3.701275624659701435e+01,-1.036758693900541761e+00,8.877723837520796746e-01,7.167861276737381715e-01
3.719025861808727029e+01,-9.562847349004810482e-01,6.332671251047905514e-01,2.011279372037508839e-01
3.654510031638432821e+01,-7.573112930517287289e-01,1.168138265560897171e+00,1.200828541569545493e-01
3.628062779893551237e+01,-9.315994451472796589e-01,1.262584644677872348e+00,6.599177818123632688e-01
3.628062779893551237e+01,-9.315994451472796589e-01,1.262584644677872348e+00,6.599177818123632688e-01
3.622911115399124071e+01,-7.190780433967229879e-01,1.224699718110050961e+00,-3.489092621485645473e-02
3.636740673818302838e+01,-1.143416571166629758e+00,1.206214132269060046e+00,1.101202935595500421e+00
3.636740673818302838e+01,-1.143416571166629758e+00,1.206214132269060046e+00,1.101202935595500421e+00
3.636740673818302838e+01,-1.143416571166629758e+00,1.206214132269060046e+00,1.101202935595500421e+00
3.700504577685197205e+01,-1.374713010032971638e+00,1.000890570039821847e+00,1.507949718403658323e+00
